,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_TotalCharges_ratio,tenure_ratio
20,8779-QRDMV,1,1,Month-to-month,Electronic check,39.65,39.65,Yes,1.0,0.025220680958385876
21,1680-VDCWW,12,0,One year,Bank transfer (automatic),19.8,202.25,No,0.09789864029666255,0.6060606060606061
22,1066-JKSGK,1,0,Month-to-month,2,20.15,20.15,Yes,1.0,0.04962779156327544
23,3638-WEABW,58,0,Two year,Credit card (automatic),59.9,3505.1,No,0.017089384040398278,0.9682804674457429
24,6322-HRPFA,49,0,Month-to-month,Credit card (automatic),59.6,2970.3,No,0.020065313268020066,0.8221476510067114
25,6865-JZNKO,30,0,Month-to-month,Bank transfer (automatic),55.3,1530.6,No,0.036129622370312295,0.5424954792043399
26,6467-CHFZW,47,0,Month-to-month,Electronic check,99.35,4749.15,Yes,0.02091953296905762,0.47307498741821846
27,8665-UTDHZ,1,1,Month-to-month,Electronic check,30.2,30.2,Yes,1.0,0.033112582781456956
28,5248-YGIJN,72,0,Two year,Credit card (automatic),90.25,6369.45,No,0.014169198282426269,0.7977839335180056
29,8773-HHUOZ,17,0,Month-to-month,2,64.7,1093.1,Yes,0.059189461165492646,0.26275115919629055
30,3841-NFECX,71,0,Two year,Credit card (automatic),96.35,6766.95,No,0.014238320070341882,0.7368967306694344
31,4929-XIHVW,2,0,Month-to-month,Credit card (automatic),95.5,181.65,No,0.5257363060831268,0.020942408376963352
32,6827-IEAUQ,27,0,One year,2,66.15,1874.45,No,0.03529035183653872,0.4081632653061224
33,7310-EGVHZ,1,0,Month-to-month,Bank transfer (automatic),20.2,20.2,No,1.0,0.04950495049504951
34,3413-BMNZE,1,0,Month-to-month,Bank transfer (automatic),45.25,45.25,No,1.0,0.022099447513812154
35,6234-RAAPL,72,0,Two year,Bank transfer (automatic),99.9,7251.7,No,0.013776080091564738,0.7207207207207207
36,6047-YHPVI,5,0,Month-to-month,Electronic check,69.7,316.9,Yes,0.21994319974755447,0.07173601147776183
37,6572-ADKRS,46,0,Month-to-month,Credit card (automatic),74.8,3548.3,No,0.021080517430882392,0.6149732620320856
38,5380-WJKOV,34,0,Month-to-month,Electronic check,106.35,3549.25,Yes,0.02996407691765866,0.31969910672308416
39,8168-UQWWF,11,0,Month-to-month,Bank transfer (automatic),97.85,1105.4,Yes,0.08851999276280079,0.11241696474195198
40,8865-TNMNX,10,0,One year,2,49.55,475.7,No,0.10416228715577044,0.20181634712411706
41,9489-DEDVP,70,0,Two year,Credit card (automatic),69.2,4872.35,No,0.014202592178312313,1.0115606936416184
42,9867-JCZSP,17,0,One year,2,20.75,418.25,No,0.049611476389719064,0.8192771084337349
43,4671-VJLCL,63,0,Two year,Credit card (automatic),79.85,4861.45,No,0.016425140647337726,0.7889793362554791
44,4080-IIARD,13,0,Month-to-month,Electronic check,76.2,981.45,No,0.07764022619593458,0.1706036745406824
45,3714-NTNFO,49,0,Month-to-month,Electronic check,84.5,3906.7,No,0.02162950828064607,0.5798816568047337
46,5948-UJZLF,2,0,Month-to-month,2,49.25,97.0,No,0.5077319587628866,0.04060913705583756
47,7760-OYPDY,2,0,Month-to-month,Electronic check,80.65,144.15,Yes,0.5594866458550122,0.02479851208927464
48,7639-LIAYI,52,0,Two year,Credit card (automatic),79.75,4217.8,No,0.01890796149651477,0.6520376175548589
49,2954-PIBKO,69,0,Two year,Credit card (automatic),64.15,4254.1,No,0.01507957029689006,1.0756040530007793
50,8012-SOUDQ,43,0,Month-to-month,Electronic check,90.25,3838.75,No,0.023510257245197005,0.47645429362880887
51,9420-LOJKX,15,0,Month-to-month,Credit card (automatic),99.1,1426.4,Yes,0.06947560291643297,0.1513622603430878
52,6575-SUVOI,25,0,Month-to-month,Credit card (automatic),69.5,1752.65,No,0.03965423786837075,0.3597122302158273
53,7495-OOKFY,8,0,Month-to-month,Credit card (automatic),80.65,633.3,Yes,0.12734880783199118,0.09919404835709857
54,4667-QONEA,60,0,One year,Credit card (automatic),74.85,4456.35,No,0.016796257026490288,0.8016032064128257
55,1658-BYGOY,18,0,Month-to-month,Electronic check,95.45,1752.55,Yes,0.054463496048614876,0.18858040859088526
56,8769-KKTPH,63,0,One year,Credit card (automatic),99.65,6311.2,No,0.015789390290277604,0.6322127446061214
57,5067-XJQFU,66,0,One year,Electronic check,108.45,7076.35,No,0.015325697570074967,0.6085753803596127
58,3957-SQXML,34,0,Two year,Credit card (automatic),24.95,894.3,No,0.02789891535278989,1.3627254509018036
59,5954-BDFSG,72,0,Two year,Credit card (automatic),107.5,7853.7,No,0.013687815933891033,0.6697674418604651
60,0434-CSFON,47,0,Month-to-month,Electronic check,100.5,4707.1,No,0.021350725499776933,0.46766169154228854
61,1215-FIGMP,60,0,Month-to-month,Bank transfer (automatic),89.9,5450.7,No,0.016493294439246336,0.6674082313681868
62,0526-SXDJP,72,1,Two year,Bank transfer (automatic),42.1,2962.0,No,0.014213369345037138,1.7102137767220902
63,0557-ASKVU,18,0,One year,Credit card (automatic),54.4,957.1,No,0.05683836589698046,0.33088235294117646
64,5698-BQJOH,9,0,Month-to-month,Electronic check,94.4,857.25,Yes,0.11011956838728493,0.09533898305084745
65,5122-CYFXA,3,0,Month-to-month,Electronic check,75.3,244.1,No,0.308480131093814,0.0398406374501992
66,8627-ZYGSZ,47,0,One year,Electronic check,78.9,3650.35,No,0.02161436574575041,0.5956907477820025
67,3410-YOQBQ,31,0,Two year,2,79.2,2497.2,No,0.03171552138395003,0.3914141414141414
68,3170-NMYVV,50,0,Two year,Bank transfer (automatic),20.15,930.9,No,0.021645719196476527,2.481389578163772
69,7410-OIEDU,10,0,Month-to-month,2,79.85,887.35,No,0.08998704006310924,0.12523481527864747
70,2273-QCKXA,1,0,Month-to-month,2,49.05,49.05,No,1.0,0.020387359836901122
71,0731-EBJQB,52,0,One year,Electronic check,20.4,1090.65,No,0.018704442305047447,2.5490196078431375
72,1891-QRQSA,64,0,Two year,Bank transfer (automatic),111.6,7099.0,No,0.01572052401746725,0.5734767025089607
73,8028-PNXHQ,62,0,Two year,Bank transfer (automatic),24.25,1424.6,No,0.017022322055313774,2.556701030927835
74,5630-AHZIL,3,0,Month-to-month,Bank transfer (automatic),64.5,177.4,No,0.36358511837655016,0.046511627906976744
75,2673-CXQEU,56,0,One year,Electronic check,110.5,6139.5,No,0.017998208323153353,0.5067873303167421
76,6416-JNVRK,46,0,One year,Credit card (automatic),55.65,2688.85,No,0.02069658032244268,0.8265947888589398
77,5590-ZSKRV,8,0,Month-to-month,2,54.65,482.25,No,0.1133229652669777,0.1463860933211345
78,0191-ZHSKZ,30,0,Month-to-month,Electronic check,74.75,2111.3,No,0.03540472694548382,0.4013377926421405
79,3887-PBQAO,45,0,One year,Credit card (automatic),25.9,1216.6,No,0.021288837744533946,1.7374517374517375
80,5919-TMRGD,1,0,Month-to-month,Electronic check,79.35,79.35,Yes,1.0,0.012602394454946441
81,8108-UXRQN,11,1,Month-to-month,Electronic check,50.55,565.35,No,0.08941363756964711,0.2176063303659743
82,9191-MYQKX,7,0,Month-to-month,Bank transfer (automatic),75.15,496.9,Yes,0.1512376735761723,0.09314703925482368
83,9919-YLNNG,42,0,Month-to-month,Bank transfer (automatic),103.8,4327.5,No,0.023986135181975735,0.4046242774566474
84,0318-ZOPWS,49,0,Two year,Bank transfer (automatic),20.15,973.35,No,0.020701700313350797,2.4317617866004966
85,4445-ZJNMU,9,0,Month-to-month,Credit card (automatic),99.3,918.75,No,0.10808163265306123,0.0906344410876133
86,4808-YNLEU,35,0,One year,Bank transfer (automatic),62.15,2215.45,No,0.02805299149157056,0.5631536604987932
87,1862-QRWPE,48,0,Two year,Bank transfer (automatic),20.65,1057.0,No,0.0195364238410596,2.3244552058111383
88,2796-NNUFI,46,0,Two year,2,19.95,927.1,No,0.02151871427030525,2.305764411027569
89,3016-KSVCP,29,1,Month-to-month,2,33.75,1009.25,No,0.03344067376764925,0.8592592592592593
90,4767-HZZHQ,30,0,Month-to-month,Bank transfer (automatic),82.05,2570.2,No,0.03192358571317407,0.3656307129798903
91,2424-WVHPL,1,0,Month-to-month,Electronic check,74.7,74.7,No,1.0,0.013386880856760375
92,7233-PAHHL,66,0,Two year,2,84.0,5714.25,No,0.014700091875574223,0.7857142857142857
93,6067-NGCEU,65,0,Month-to-month,Credit card (automatic),111.05,7107.0,No,0.0156254397073308,0.585321927059883
94,9848-JQJTX,72,0,Two year,Bank transfer (automatic),100.9,7459.05,No,0.013527191800564416,0.7135777998017839
95,8637-XJIVR,12,0,Month-to-month,Electronic check,78.95,927.35,Yes,0.08513506227422225,0.1519949335022166
96,9803-FTJCG,71,0,One year,Credit card (automatic),66.85,4748.7,No,0.014077537010129088,1.0620792819745701
97,0278-YXOOG,5,0,Month-to-month,2,21.05,113.85,Yes,0.18489240228370665,0.2375296912114014
98,3212-KXOCR,52,0,Two year,Bank transfer (automatic),21.0,1107.2,No,0.018966763005780346,2.4761904761904763
99,4598-XLKNJ,25,0,Month-to-month,Electronic check,98.5,2514.5,Yes,0.03917279777291708,0.25380710659898476
100,6380-ARCEH,1,0,Month-to-month,2,20.2,20.2,No,1.0,0.04950495049504951
101,3679-XASPY,1,0,Month-to-month,Electronic check,19.45,19.45,No,1.0,0.05141388174807198
102,7123-WQUHX,38,0,One year,Bank transfer (automatic),95.0,3605.6,No,0.02634790326159308,0.4
103,5386-THSLQ,66,1,One year,Bank transfer (automatic),45.55,3027.25,No,0.015046659509455777,1.4489571899012075
104,3192-NQECA,68,0,Two year,Bank transfer (automatic),110.0,7611.85,Yes,0.014451151822487305,0.6181818181818182
105,6180-YBIQI,5,1,Month-to-month,2,24.3,100.2,No,0.24251497005988024,0.205761316872428
106,6728-DKUCO,72,0,One year,Electronic check,104.15,7303.05,No,0.014261164855779435,0.6913106096975515
107,9750-BOOHV,32,1,One year,2,30.15,927.65,No,0.03250148224006899,1.0613598673300166
108,8597-CWYHH,43,0,One year,2,94.35,3921.3,No,0.024060898171524746,0.4557498675145734
109,2848-YXSMW,72,0,Two year,Credit card (automatic),19.4,1363.25,No,0.014230698697964422,3.711340206185567
110,0486-HECZI,55,0,Month-to-month,Electronic check,96.75,5238.9,Yes,0.018467617247895553,0.5684754521963824
111,4549-ZDQYY,52,0,One year,Credit card (automatic),57.95,3042.25,No,0.019048401676390832,0.89732528041415
112,5712-AHQNN,43,0,Month-to-month,Electronic check,91.65,3954.1,No,0.023178472977415848,0.46917621385706487
113,4846-WHAFZ,37,0,Month-to-month,Electronic check,76.5,2868.15,Yes,0.026672245175461535,0.48366013071895425
114,5256-SKJGO,64,1,Two year,Electronic check,54.6,3423.5,No,0.015948590623630788,1.1721611721611722
115,3071-VBYPO,3,0,Month-to-month,Electronic check,89.85,248.4,No,0.3617149758454106,0.033388981636060105
116,9560-BBZXK,36,1,Two year,Bank transfer (automatic),31.05,1126.35,No,0.027566919696364364,1.1594202898550725
117,5299-RULOA,10,0,Month-to-month,Electronic check,100.25,1064.65,Yes,0.09416240078899168,0.09975062344139651
118,8402-OOOHJ,41,0,Two year,2,20.65,835.15,No,0.024726097108303896,1.9854721549636805
119,9445-ZUEQE,27,0,Month-to-month,Credit card (automatic),85.2,2151.6,No,0.03959843837144451,0.3169014084507042
120,1091-SOZGA,56,0,One year,Credit card (automatic),99.8,5515.45,No,0.018094625098586697,0.561122244488978
121,2928-HLDBA,6,0,Month-to-month,2,20.7,112.75,No,0.1835920177383592,0.2898550724637681
122,0404-SWRVG,3,0,Month-to-month,Electronic check,74.4,229.55,Yes,0.3241123938139839,0.04032258064516129
123,6497-TILVL,7,0,Month-to-month,2,50.7,350.35,No,0.14471243042671614,0.1380670611439842
124,7219-TLZHO,4,0,Month-to-month,2,20.85,62.9,No,0.33147853736089034,0.19184652278177458
125,4622-YNKIJ,33,0,Two year,Electronic check,88.95,3027.65,No,0.02937922150843063,0.37099494097807756
126,4412-YLTKF,27,0,Month-to-month,Electronic check,78.05,2135.5,Yes,0.03654881760711777,0.3459320948110186
127,6734-PSBAW,72,0,Two year,Bank transfer (automatic),23.55,1723.95,No,0.01366048899330027,3.057324840764331
128,3930-ZGWVE,1,0,Month-to-month,2,19.75,19.75,No,1.0,0.05063291139240506
129,2639-UGMAZ,71,1,One year,Electronic check,56.45,3985.35,No,0.014164377030875582,1.2577502214348981
130,2876-GZYZC,13,0,Month-to-month,Electronic check,85.95,1215.65,No,0.0707029161354008,0.15125072716695753
131,6207-WIOLX,25,1,Month-to-month,Credit card (automatic),58.6,1502.65,Yes,0.038997770605264034,0.4266211604095563
132,8587-XYZSF,67,0,Two year,Bank transfer (automatic),50.55,3260.1,No,0.015505659335603201,1.32542037586548
133,3091-FYHKI,1,1,Month-to-month,Electronic check,35.45,35.45,Yes,1.0,0.028208744710860365
134,2372-HWUHI,2,0,Month-to-month,Electronic check,44.35,81.25,Yes,0.5458461538461539,0.04509582863585118
135,7799-LGRDP,43,0,Two year,Credit card (automatic),25.7,1188.2,No,0.02162935532738596,1.6731517509727627
136,7850-VWJUU,23,0,Month-to-month,Bank transfer (automatic),75.0,1778.5,No,0.04217036828788305,0.30666666666666664
137,3774-VBNXY,64,0,Two year,2,20.2,1277.75,No,0.01580903932694189,3.1683168316831685
138,6217-KDYWC,57,0,Two year,2,19.6,1170.55,No,0.01674426551621033,2.9081632653061225
139,0390-DCFDQ,1,0,Month-to-month,2,70.45,70.45,Yes,1.0,0.014194464158977998
140,3146-MSEGF,72,0,Two year,Credit card (automatic),88.05,6425.65,No,0.013702893870659,0.8177172061328791
141,4080-OGPJL,8,0,Month-to-month,Electronic check,71.15,563.65,Yes,0.12623081699636302,0.11243851018973998
142,1095-WGNGG,61,0,Two year,Bank transfer (automatic),101.05,5971.25,No,0.01692275486707138,0.6036615536862939
143,2636-SJDOU,64,0,One year,Credit card (automatic),84.3,5289.05,No,0.015938590105973663,0.7591933570581257
144,1131-QQZEB,71,0,Two year,Bank transfer (automatic),23.95,1756.2,No,0.013637398929506888,2.9645093945720253
145,5716-EZXZN,65,0,Two year,Credit card (automatic),99.05,6416.7,No,0.015436283447878193,0.6562342251388188
146,6837-BJYDQ,3,0,One year,2,19.6,61.35,No,0.319478402607987,0.1530612244897959
147,2135-RXIHG,1,0,Month-to-month,Electronic check,45.65,45.65,Yes,1.0,0.02190580503833516
148,6440-DKQGE,30,0,One year,Credit card (automatic),64.5,1929.95,No,0.03342055493665639,0.46511627906976744
149,3466-BYAVD,15,0,Month-to-month,2,69.5,1071.4,No,0.06486839649057308,0.2158273381294964
150,3780-YVMFA,8,0,Month-to-month,Electronic check,68.55,564.35,No,0.12146717462567555,0.11670313639679067
151,3874-EQOEP,7,0,Month-to-month,2,95.0,655.5,Yes,0.14492753623188406,0.07368421052631578
152,1679-JRFBR,70,0,One year,Credit card (automatic),108.15,7930.55,No,0.013637137399045464,0.6472491909385113
153,9073-ZZIAY,62,0,Two year,Electronic check,86.1,5215.25,No,0.016509275681894444,0.7200929152148665
154,3077-RSNTJ,6,0,Month-to-month,2,19.7,113.5,No,0.173568281938326,0.30456852791878175
155,6551-GNYDG,14,0,Month-to-month,Bank transfer (automatic),80.9,1152.8,No,0.07017696044413603,0.17305315203955499
156,9167-APMXZ,22,0,Month-to-month,Bank transfer (automatic),84.15,1821.95,No,0.046186777902796454,0.261437908496732
157,2749-CTKAJ,22,0,One year,2,20.15,419.9,No,0.047987616099071206,1.0918114143920596
158,6371-NZYEG,16,0,Two year,2,64.25,1024.0,No,0.062744140625,0.2490272373540856
159,7554-NEWDD,10,0,Two year,Bank transfer (automatic),25.7,251.6,No,0.10214626391096979,0.38910505836575876
160,8992-VONJD,13,0,Month-to-month,Electronic check,56.0,764.55,No,0.07324570008501734,0.23214285714285715
161,0867-MKZVY,20,0,Month-to-month,Electronic check,82.4,1592.35,Yes,0.05174741733915283,0.24271844660194172
162,4482-EWFMI,2,0,Month-to-month,Electronic check,69.7,135.2,No,0.5155325443786983,0.028694404591104734
163,4648-YPBTM,53,0,Two year,Bank transfer (automatic),73.9,3958.25,No,0.01866986673403651,0.7171853856562922
164,2907-ILJBN,11,0,One year,2,20.6,233.9,No,0.08807182556648141,0.5339805825242718
165,6345-FZOQH,69,0,Two year,2,19.9,1363.45,No,0.014595328028163847,3.4673366834170856
166,3376-BMGFE,4,0,Month-to-month,Bank transfer (automatic),70.9,273.0,Yes,0.25970695970695973,0.05641748942172073
167,5997-OPVFA,72,0,Two year,Bank transfer (automatic),89.05,6254.45,No,0.01423786264179904,0.8085345311622684
168,3445-HXXGF,58,1,Month-to-month,Electronic check,45.3,2651.2,Yes,0.017086602293301147,1.2803532008830023
169,1159-WFSGR,16,0,Month-to-month,Electronic check,20.4,321.4,No,0.06347230864965775,0.7843137254901962
170,7654-YWJUF,43,0,One year,Bank transfer (automatic),84.25,3539.25,No,0.023804478349932896,0.5103857566765578
171,1875-QIVME,2,0,Month-to-month,Electronic check,104.4,242.8,Yes,0.4299835255354201,0.019157088122605363
172,6727-IOTLZ,14,0,Two year,2,81.95,1181.75,No,0.06934630844087158,0.1708358755338621
173,0691-JVSYA,53,0,One year,Bank transfer (automatic),94.85,5000.2,Yes,0.018969241230350785,0.558777016341592
174,5918-VUKWP,32,0,One year,Bank transfer (automatic),20.55,654.55,No,0.03139561530822703,1.557177615571776
175,1744-JHKYS,34,0,Month-to-month,Electronic check,24.7,780.2,No,0.03165854908997692,1.376518218623482
176,2656-FMOKZ,15,0,Month-to-month,2,74.45,1145.7,Yes,0.06498210700881557,0.20147750167897918
177,2070-FNEXE,7,0,Month-to-month,Bank transfer (automatic),76.45,503.6,Yes,0.15180698967434472,0.09156311314584696
178,5947-SGKCL,15,0,Month-to-month,Bank transfer (automatic),105.35,1559.25,No,0.06756453423120089,0.1423825344091125
179,3712-PKXZA,61,0,One year,Credit card (automatic),20.55,1252.0,No,0.01641373801916933,2.9683698296836982
180,6317-YPKDH,1,1,Month-to-month,Bank transfer (automatic),29.95,29.95,Yes,1.0,0.0333889816360601
181,6582-OIVSP,1,0,Month-to-month,2,45.3,45.3,No,1.0,0.02207505518763797
182,9367-WXLCH,8,0,Month-to-month,Bank transfer (automatic),84.5,662.65,Yes,0.12751829774390705,0.09467455621301775
183,5524-KHNJP,33,0,One year,Credit card (automatic),74.75,2453.3,No,0.03046916398320629,0.4414715719063545
184,1918-ZBFQJ,13,0,Month-to-month,Electronic check,79.25,1111.65,Yes,0.07129042414429002,0.1640378548895899
185,1024-GUALD,1,1,Month-to-month,Electronic check,24.8,24.8,Yes,1.0,0.04032258064516129
186,4827-USJHP,20,0,Month-to-month,2,51.8,1023.85,No,0.05059334863505396,0.3861003861003861
187,8167-GJLRN,3,1,Month-to-month,Electronic check,30.4,82.15,No,0.3700547778454047,0.09868421052631579
188,0956-SYCWG,13,0,One year,Electronic check,19.65,244.8,No,0.08026960784313725,0.6615776081424937
189,8017-UVSZU,40,0,Month-to-month,Credit card (automatic),56.6,2379.1,No,0.023790509016014462,0.7067137809187279
190,7100-FQPRV,43,0,One year,Credit card (automatic),71.9,3173.35,No,0.022657444026029278,0.5980528511821974
191,2472-OVKUP,6,0,Month-to-month,Electronic check,91.0,531.0,Yes,0.1713747645951036,0.06593406593406594
192,2984-RGEYA,69,0,Two year,Bank transfer (automatic),19.75,1375.4,No,0.014359459066453395,3.4936708860759493
193,9680-NIAUV,72,0,Two year,Credit card (automatic),109.7,8129.3,No,0.013494396811533589,0.6563354603463992
194,2146-EGVDT,59,0,Two year,Credit card (automatic),19.3,1192.7,No,0.016181772449065147,3.0569948186528495
195,2604-IJPDU,20,0,Month-to-month,Electronic check,96.55,1901.65,No,0.0507716982620356,0.20714655618850336
196,9178-JHUVJ,24,0,Two year,Bank transfer (automatic),24.1,587.4,No,0.04102826012938373,0.9958506224066389
197,6168-YBYNP,59,0,Month-to-month,Electronic check,111.35,6519.75,No,0.017078875723762415,0.5298607992815447
198,7255-SSFBC,72,0,Two year,Bank transfer (automatic),112.25,8041.65,No,0.013958578152493581,0.6414253897550112
199,3645-DEYGF,1,0,Month-to-month,2,20.75,20.75,No,1.0,0.04819277108433735
200,9323-HGFWY,27,0,One year,Credit card (automatic),101.9,2681.15,No,0.0380060794808198,0.2649656526005888
201,8544-GOQSH,14,0,Month-to-month,Credit card (automatic),80.05,1112.3,No,0.07196799424615662,0.1748906933166771
202,3363-DTIVD,71,0,Two year,Electronic check,105.55,7405.5,No,0.014252920126932685,0.6726669824727617
203,7018-WBJNK,13,0,Month-to-month,Credit card (automatic),78.3,1033.95,No,0.07572900043522414,0.16602809706257982
204,9142-KZXOP,44,0,Month-to-month,Credit card (automatic),68.85,2958.95,No,0.023268389124520523,0.6390704429920117
205,7674-YTAFD,33,0,One year,Bank transfer (automatic),79.95,2684.85,No,0.029778199899435726,0.41275797373358347
206,6348-SNFUS,72,1,Two year,Credit card (automatic),55.45,4179.2,No,0.013268089586523738,1.2984670874661857
207,1285-OKIPP,1,0,Month-to-month,Electronic check,79.9,79.9,Yes,1.0,0.012515644555694618
208,7825-ECJRF,19,0,Month-to-month,Electronic check,106.6,1934.45,Yes,0.05510610250975729,0.17823639774859287
209,1347-KTTTA,64,0,One year,Credit card (automatic),102.45,6654.1,No,0.015396522444808464,0.6246949731576379
210,7841-TZDMQ,2,0,Month-to-month,Credit card (automatic),46.0,84.5,Yes,0.5443786982248521,0.043478260869565216
211,4195-NZGTA,1,1,Month-to-month,Electronic check,25.25,25.25,No,1.0,0.039603960396039604
212,7157-SMCFK,61,0,Two year,2,19.75,1124.2,No,0.017568048389966198,3.088607594936709
213,4709-LKHYG,29,0,One year,Electronic check,20.0,540.05,No,0.03703360799925933,1.45
214,2504-DSHIH,23,0,Month-to-month,Electronic check,86.8,1975.85,No,0.04393046030822178,0.26497695852534564
215,0699-NDKJM,57,1,Month-to-month,Bank transfer (automatic),58.75,3437.45,No,0.017091157689566396,0.9702127659574468
216,9286-BHDQG,72,1,Two year,Credit card (automatic),45.25,3139.8,No,0.01441174597108096,1.591160220994475
217,0230-WEQUW,66,1,Two year,Bank transfer (automatic),56.6,3789.2,No,0.014937189908160035,1.1660777385159011
218,2040-LDIWQ,65,0,Two year,Bank transfer (automatic),84.2,5324.5,No,0.015813691426425018,0.7719714964370546
219,6496-JDSSB,8,0,Month-to-month,Bank transfer (automatic),80.0,624.6,No,0.1280819724623759,0.1
220,9408-SSNVZ,4,0,Month-to-month,Electronic check,70.15,268.35,Yes,0.26141233463760016,0.05702066999287241
221,4443-EMBNA,71,0,Two year,Bank transfer (automatic),24.75,1836.9,No,0.013473787359137677,2.8686868686868685
222,6469-MRVET,1,0,One year,Electronic check,20.2,20.2,No,1.0,0.04950495049504951
223,0742-MOABM,4,0,Month-to-month,2,50.05,179.35,Yes,0.27906328408140507,0.07992007992007992
224,5961-VUSRV,12,0,One year,Bank transfer (automatic),19.35,219.35,No,0.08821518121723274,0.6201550387596899
225,6778-JFCMK,24,1,One year,2,50.6,1288.75,No,0.03926285160038798,0.4743083003952569
226,6341-JVQGF,31,0,One year,2,81.15,2545.75,No,0.03187665717372091,0.38200862600123225
227,2232-DMLXU,1,0,Month-to-month,2,55.2,55.2,Yes,1.0,0.018115942028985508
228,4811-JBUVU,30,0,Month-to-month,Credit card (automatic),89.9,2723.15,No,0.033013238345298644,0.3337041156840934
229,0945-TSONX,47,0,Two year,Credit card (automatic),85.3,4107.25,No,0.02076815387424676,0.5509964830011723
230,2651-ZCBXV,54,0,Two year,Credit card (automatic),108.0,5760.65,No,0.018747884353328186,0.5
231,3316-UWXUY,50,0,Month-to-month,Credit card (automatic),93.5,4747.5,No,0.01969457609268036,0.5347593582887701
232,8937-RDTHP,1,0,Month-to-month,2,84.6,84.6,Yes,1.0,0.011820330969267141
233,7083-MIOPC,72,0,Two year,Credit card (automatic),20.25,1566.9,No,0.01292360712234348,3.5555555555555554
234,1984-GPTEH,29,0,Month-to-month,Electronic check,25.15,702.0,No,0.035826210826210826,1.1530815109343937
235,1251-KRREG,2,0,Month-to-month,2,54.4,114.1,Yes,0.476774758983348,0.03676470588235294
236,0621-JFHOL,10,1,Two year,2,29.6,299.05,No,0.09898010366159506,0.33783783783783783
237,9903-LYSAB,18,0,Month-to-month,Electronic check,73.15,1305.95,No,0.05601286419847621,0.24606971975393027
238,0094-OIFMO,11,0,Month-to-month,Electronic check,95.0,1120.3,Yes,0.08479871463000982,0.11578947368421053
239,9227-UAQFT,16,0,Two year,2,19.75,284.35,No,0.0694566555301565,0.810126582278481
240,7301-ABVAD,72,0,Two year,Bank transfer (automatic),86.6,6350.5,No,0.013636721517990709,0.8314087759815243
241,6614-FHDBO,72,0,Two year,Bank transfer (automatic),109.2,7878.3,No,0.013860858306995164,0.6593406593406593
242,7576-ASEJU,41,0,One year,Credit card (automatic),74.7,3187.65,No,0.023434191332172605,0.5488621151271753
243,9058-HRZSV,65,0,Month-to-month,Electronic check,94.4,6126.15,No,0.015409351713555824,0.6885593220338982
244,4522-AKYLR,13,0,Month-to-month,Electronic check,54.8,731.3,No,0.07493504717626145,0.2372262773722628
245,0221-WMXNQ,4,0,Month-to-month,Electronic check,75.35,273.4,No,0.27560351133869787,0.05308560053085601
246,0303-UNCIP,41,0,One year,2,65.0,2531.8,No,0.025673433920530845,0.6307692307692307
